Company Name,Executive First Name,Executive Last Name,Executive Gender,Executive Title,Executive Ethnicity,Address,City,State,ZIP Code,Record Type,Phone Number Combined,Website,Primary SIC Description,Location Sales Volume Range,Credit Score Alpha
Deutsch Family Wine & Spirits,Peter,Deutsch,Male,CEO,Not Available,709 Westchester Ave # 300,White Plains,NY,10604,Verified,(914) 251-9463,Deutschfamily.Com,Wine Brokers (Whls),$100-500 Million,A
Diageo North America,Cathy,Lewis,Female,Partner,Western Europe,530 5th Ave # 4,New York,NY,10036,Verified,(646) 223-2000,Diageo.Com,Distillers (Mfrs),$100-500 Million,A+
Dial Industries Inc,Stephen,Mallor,Male,President,Uncoded,200 Forest Dr # 6,Greenvale,NY,11548,Verified,(718) 526-2508,Dialindustries.Com,Food Brokers (Whls),$10-20 Million,A
Diaz Grocery Of Ny Inc,Delfino,Aguiliar,Male,Owner,Hispanic,11407 Jamaica Ave,Jamaica,NY,11418,Verified,(718) 441-6985,NULL,Grocers-Wholesale,$1-2.5 Million,C+
Dinas Corp,Luis,Velasquez,Male,Owner,Hispanic,10446 Dunkirk St,Jamaica,NY,11412,Verified,(718) 628-9899,NULL,Food Service-Distributors (Whls),$5-10 Million,B+
Dish,Andrea,Pablo,Female,Owner,Hispanic,201 8th Ave,New York,NY,10011,Verified,(212) 352-9800,Thedishchelsea.Com,Restaurants,"$500,000-1 Million",B
Doc Wine Bar,Claudio,Coronas,Male,Owner,Hispanic,83 N 7th St,Brooklyn,NY,11249,Verified,(718) 963-1925,NULL,Wines-Retail,$2.5-5 Million,A
Doc Wine Shop,Diago,Facciolie,Male,General Mgr,Hispanic,147 Broadway,Brooklyn,NY,11211,Verified,(718) 388-0087,NULL,Wines-Retail,"$500,000-1 Million",B
Doen Zhumir Inc,Victor,Enriquez,Male,Owner,Hispanic,482 Meacham Ave,Elmont,NY,11003,Verified,(516) 437-3434,Doenzhumir.Com,Liquors-Wholesale,$10-20 Million,A
Domaine Wine Bar,Robert,Goncalves,Male,Owner,Hispanic,5004 Vernon Blvd,Long Island City,NY,11101,Verified,(718) 784-2350,Domainewinebar.Com,Bars,"Less Than $500,000",B
Dominion Products Inc,Howard,Smith,Male,Owner,Western Europe,882 3rd Ave # 7,Brooklyn,NY,11232,Verified,(718) 499-3050,NULL,Flavoring Extracts-Manufacturers,$20-50 Million,A+
Domino's,Javier,Benitez,Male,Manager,Hispanic,1699 Culver Rd,Rochester,NY,14609,Verified,(585) 654-9900,Dominos.Com,Pizza,"$500,000-1 Million",A
Don Filippo Restaurant,Don,Filippo,Male,CEO,Mediterranean,1133 Lexington Ave,New York,NY,10075,Verified,(212) 744-3610,Donfilippopizzeria.Com,Pizza,"Less Than $500,000",B
Don Paco Lopez Bakery,Miguel,Lopez,Male,President,Hispanic,4703 4th Ave,Brooklyn,NY,11220,Verified,(718) 492-7443,NULL,Bakers-Retail,"Less Than $500,000",B+
Don Pollo Restaurant Corp,Nancy,Salazar,Female,Owner,Hispanic,4106 Greenpoint Ave,Sunnyside,NY,11104,Verified,(718) 361-5898,Donpollonyc.Com,Restaurant Management,"Less Than $500,000",C+
Donostia,Jorge,DE Yarza,Male,Owner,Hispanic,155 Avenue B,New York,NY,10009,Verified,(646) 256-9773,Donostianyc.Com,Beverages (Whls),$5-10 Million,B
Donut Pub,Jimmy,Siliverdes,Male,Owner,Hispanic,203 W 14th St # 1,New York,NY,10011,Verified,(212) 929-0126,Donutpub.Com,Restaurants,"Less Than $500,000",B
Dos Caminos,Inigo,Salazar,Male,Site Manager,Hispanic,675 Hudson St # 1,New York,NY,10014,Verified,(212) 699-2400,Doscaminos.Com,Restaurants,$5-10 Million,A
Dos Toros,Shannon,Flynn,Female,Director,Western Europe,1111 Lexington Ave # F,New York,NY,10075,Verified,(212) 535-4658,Dostoros.Com,Restaurants,$1-2.5 Million,A
Dot Foods Inc,Hal,Williams,Male,Manager,Western Europe,200 Monarch Dr,Liverpool,NY,13088,Verified,(315) 457-4911,Dotfoods.Com,Food Brokers (Whls),$500m - $1 Billion,A+
Doughnuttery,Evan,Feldman,Male,Owner,Not Available,425 W 15th St,New York,NY,10011,Verified,(212) 633-4359,Doughnuttery.Com,Bakers-Retail,"Less Than $500,000",B
Downtown Bronx Deli,Pedro,Ortega,Male,Manager,Hispanic,622 Melrose Ave,Bronx,NY,10455,Verified,(718) 402-7300,NULL,Restaurants,"Less Than $500,000",C
Dub Pies,Gareth,Huges,Male,Owner,Western Europe,211 Prospect Park W,Brooklyn,NY,11215,Verified,(917) 909-1510,Dubpies.Com,Bakers-Retail,"Less Than $500,000",B
Due,Ernesto,Cavalli,Male,CEO,Mediterranean,1396 3rd Ave # 1,New York,NY,10075,Verified,(212) 772-3331,Duenyc.Com,Restaurants,"$500,000-1 Million",B+
Dulce Vida Latin Bistro,Maria,Marquez-Hass,Female,CEO,Hispanic,1219 Lexington Ave,New York,NY,10028,Verified,(212) 535-2424,Dulcevidacafe.Com,Restaurants,"$500,000-1 Million",B
Dyckman 101 LLC,Fernando,Moronta,Male,Owner,Hispanic,101 Dyckman St,New York,NY,10040,Verified,(212) 567-5490,NULL,Restaurants,"Less Than $500,000",B
Dyre Fish Market,Fierra,Francisco,Male,Owner,Hispanic,3901 Dyre Ave,Bronx,NY,10466,Verified,(718) 654-7050,NULL,Meat-Retail,"Less Than $500,000",B
E & R Fiesta Liquors Corp,Eusebio,Pena,Male,Owner,Hispanic,3221 3rd Ave # 1,Bronx,NY,10451,Verified,(718) 401-9833,NULL,Liquors-Retail,"$500,000-1 Million",B
E E Meat & Produce Inc,Miguel,Hernandez,Male,Owner,Hispanic,68 W Post Rd,White Plains,NY,10606,Verified,(914) 997-0962,NULL,Grocers-Wholesale,$5-10 Million,B+
E Friedman Assoc,Elliot,Friedman,Male,Owner,Not Available,4 Tammy Rd,Spring Valley,NY,10977,Verified,(718) 338-5800,NULL,Kitchen Equipment-Commercial (Whls),$2.5-5 Million,A
E R Food Corp,Rocky,Soto,Male,President,Hispanic,3742 3rd Ave,Bronx,NY,10456,Verified,(718) 503-6293,NULL,Grocers-Wholesale,$2.5-5 Million,B+
Eagle Spice Extract Co Inc,Benjamin,Guzman,Male,Owner,Hispanic,912 Shepherd Ave,Brooklyn,NY,11208,Verified,(718) 927-3600,NULL,Spices-Wholesale,$20-50 Million,A
East Ferry Glover Farm,Victor,Hernendez,Male,Manager,Hispanic,436 E Ferry St,Buffalo,NY,14208,Verified,(716) 885-9238,NULL,Farms,"Less Than $500,000",C+
East Harlem Cafe,Michelle,Cruz,Female,Owner,Hispanic,1651 Lexington Ave # 104,New York,NY,10029,Verified,(917) 499-0843,NULL,Beverages (Whls),$5-10 Million,B
East Side Cellars,Tom,Buelo,Male,Owner,Hispanic,1743 1st Ave # A,New York,NY,10128,Verified,(212) 996-9463,Eastsidecellars.Com,Wines-Retail,$1-2.5 Million,B+
East Village Wine & Liquors,Tony,Acosca,Male,Owner,Uncoded,80 Clinton St # 1,New York,NY,10002,Verified,(212) 358-7700,NULL,Liquors-Retail,$1-2.5 Million,B+
Eataly,Ennio,Perrone,Male,Vice President,Mediterranean,200 5th Ave # A,New York,NY,10010,Verified,(646) 638-0349,Eataly.Com,Restaurants,"$500,000-1 Million",B
Ecua Beverage Corp,Francisco,Cervantes,Male,Owner,Hispanic,529 Longfellow Ave,Bronx,NY,10474,Verified,(718) 860-3256,Ecuabeverage.Com,Beverages (Whls),$5-10 Million,B+
Ecuadorian Restaurant Food Co,Victoria,Loja,Female,Manager,Hispanic,4120 34th Ave,Long Island City,NY,11101,Verified,(718) 729-2889,NULL,Caterers,"Less Than $500,000",C+
El Almacen,Diego,Galarza,Male,Owner,Hispanic,557 Driggs Ave,Brooklyn,NY,11211,Verified,(718) 218-7284,NULL,Restaurants,"Less Than $500,000",C
El Atoradero,Denise,Chavez,Female,Manager,Hispanic,800 E 149th St,Bronx,NY,10455,Verified,(718) 292-7949,NULL,Restaurants,"Less Than $500,000",C+
El Camion,David,Duran,Male,Owner,Hispanic,194 Avenue A,New York,NY,10009,Verified,(212) 533-5436,NULL,Restaurants,"$500,000-1 Million",B
El Continental Restaurant,Hugo,Figueroa,Male,Owner,Hispanic,672 5th Ave,Brooklyn,NY,11215,Verified,(718) 832-1327,El-Continental-Restaurant.Business.Site,Restaurants,"Less Than $500,000",B
El Coyote-Forest Hills,Paula,Vargas,Female,General Mgr,Hispanic,7009 Austin St # 2,Forest Hills,NY,11375,Verified,(718) 268-0777,NULL,Beverages (Whls),$2.5-5 Million,B
El Encuento,Amari,Almonte,Male,Owner,Hispanic,352 E Gun Hill Rd,Bronx,NY,10467,Verified,(718) 798-3755,NULL,Restaurants,"Less Than $500,000",B
El Gran Castillo De Jagua,Pedro,Tagaba,Male,General Mgr,Hispanic,355 Flatbush Ave,Brooklyn,NY,11238,Verified,(718) 622-8700,Elgrancastillo.Com,Restaurants,"Less Than $500,000",B
El Malecon West,Bercio,Gomez,Male,Owner,Hispanic,764 Amsterdam Ave,New York,NY,10025,Verified,(212) 864-5648,Maleconrestaurants.Com,Restaurants,$1-2.5 Million,B+
El Mariachi,Jose,Garcia,Male,Owner,Hispanic,6712 Roosevelt Ave,Woodside,NY,11377,Verified,(718) 335-6744,NULL,Restaurants,"Less Than $500,000",B
El Mercadito Mexican Grocery,Alberto,Rodriguez,Male,Owner,Hispanic,371 State Route 17m # 6,Monroe,NY,10950,Verified,(845) 783-0454,NULL,Grocers-Wholesale,$5-10 Million,B+
El Nuevo Tina Restaurant Corp,Diosoto,Alvaro,Male,Manager,Hispanic,511 W 125th St # 1,New York,NY,10027,Verified,(212) 222-1104,Elnuevotinarestaurant.Com,Restaurants,"$500,000-1 Million",B
El Nuevo Yayo Restaurant,Odlis,Rodriguez,Male,Owner,Hispanic,5823 4th Ave,Brooklyn,NY,11220,Verified,(718) 492-5634,NULL,Restaurants,"Less Than $500,000",B
El Original Pollos A LA Brasa,Oscar,Franco,Male,Manager,Hispanic,8101 Roosevelt Ave,Jackson Heights,NY,11372,Verified,(718) 639-5555,Pollosmario.Com,Restaurants,"$500,000-1 Million",B+
El Pachangon,Mordechai,Ovadia,Male,Manager,Hispanic,6014 New Utrecht Ave,Brooklyn,NY,11219,Verified,(347) 663-7360,NULL,Tax Return Preparation & Filing,"Less Than $500,000",C
El Parador Cafe,Alex,Alejandro,Male,Owner,Hispanic,325 E 34th St # 1,New York,NY,10016,Verified,(212) 679-6812,NULL,Restaurants,$1-2.5 Million,B+
El Paso Rstrnt-Lexington Avn,Pierre,Diaz,Male,Manager,Hispanic,1643 Lexington Ave,New York,NY,10029,Verified,(212) 831-9831,Elpasony.Com,Restaurants,"$500,000-1 Million",B
El Patron Mexican Grill,Bilmner,Castillo,Male,Owner,Hispanic,19401 Northern Blvd,Flushing,NY,11358,Verified,(718) 819-2121,Elpatronmexicangrill.Net,Restaurants,"Less Than $500,000",B
El Pequeno,Maria,Lopez,Female,Manager,Hispanic,8610 Roosevelt Ave # 4,Jackson Heights,NY,11372,Verified,(718) 205-6994,Elpequenocoffeeshop.Com,Beverages (Whls),$2.5-5 Million,B
El Pitallito Mexican Rstrnt,Marisor,Cortez,Female,Owner,Hispanic,3854 Broadway,New York,NY,10032,Verified,(212) 568-6877,NULL,Restaurants,"Less Than $500,000",C+
El Porron,Diego,Bermeo,Male,CEO,Hispanic,1123 1st Ave # 1,New York,NY,10065,Verified,(212) 207-8349,Elporronnyc.Com,Restaurants,"$500,000-1 Million",B
El Rancho Burritos,Gil,Manuel,Male,Owner,Hispanic,359 W 45th St # 1,New York,NY,10036,Verified,(212) 581-3844,Elranchoburritos.Com,Restaurants,"$500,000-1 Million",B+
El Rinconcito Tepeyac Mexican,Alberto,Ramirez,Male,Owner,Hispanic,381 E 138th St # 2,Bronx,NY,10454,Verified,(718) 401-8314,NULL,Restaurants,"Less Than $500,000",B
El Samam Meat Market,Gregory,Sanchez,Male,Owner,Hispanic,1335 Myrtle Ave,Brooklyn,NY,11221,Verified,(718) 453-2626,NULL,Meat Products (Mfrs),$20-50 Million,A+
El Tepeyac Meatmarket,Mark,Dominguez,Male,Manager,Hispanic,1629 Lexington Ave # 2,New York,NY,10029,Verified,(212) 369-2223,NULL,Butchering (Whls),$5-10 Million,B+
El Toro Blanco,Vincent,Violandi,Male,Manager,Uncoded,257 Avenue Of The Americas,New York,NY,10014,Verified,(212) 645-0193,NULL,Restaurants,"$500,000-1 Million",B
El Viejo Yayo Restaurant,Carlos,Espinal,Male,CEO,Hispanic,317 9th St # A,Brooklyn,NY,11215,Verified,(718) 965-7299,Yayo2.Com,Restaurants,"Less Than $500,000",B
Eldorado Cafe,Hector,Boraos,Male,Owner,Hispanic,10202 Roosevelt Ave,Corona,NY,11368,Verified,(718) 426-5992,Eldoradony.Com,Restaurants,"Less Than $500,000",C+
Electronic Hardware Corp,Steve,Sgammato,Male,President,Mediterranean,1881 Lakeland Ave,Ronkonkoma,NY,11779,Verified,(631) 752-9143,Ehcknobs.Com,Federal Government Contractors,,A
Elken Dale Farm,Kenton,Patchen,Male,Owner,African American,384 Tupper Rd,Locke,NY,13092,Verified,(315) 497-9548,NULL,Dairy Farms,$1-2.5 Million,B+
Elmhurst Famous Pizza,Luio,Antonio,Male,Owner,Hispanic,7512 37th Ave,Jackson Heights,NY,11372,Verified,(718) 205-5000,NULL,Pizza,"Less Than $500,000",B
Elora's,Pedro,Perez,Male,Owner,Hispanic,272 Prospect Park W,Brooklyn,NY,11215,Verified,(718) 788-6190,Elorasnyc.Com,Restaurants,"Less Than $500,000",B+
Elpuerto De Acapulco Bar,Javier,Campos,Male,Manager,Hispanic,9316 37th Ave,Jackson Heights,NY,11372,Verified,(718) 205-5554,Orderelpuertodeacapulcobarrestaurant.Com,Restaurants,"Less Than $500,000",C+
Embassyq Of Spain,Anna,Brabo,Female,Manager,Hispanic,405 Lexington Ave # 44,New York,NY,10174,Verified,(212) 661-4959,Spanishwinecellar.Com,Federal Government-International Affairs,,I
Empanadas Cafe,Alana,Permudeb,Female,Owner,Uncoded,5627 Van Doren St,Corona,NY,11368,Verified,(718) 592-7288,Empanadascafe.Com,Restaurants,"Less Than $500,000",C+
Emperador Elias Restaurant,Elias,Diaz,Male,Owner,Hispanic,274 Broadway,Brooklyn,NY,11211,Verified,(718) 388-7784,NULL,Restaurants,$2.5-5 Million,A
Empire Merchants LLC,John T,Magliocco,Male,Owner,Mediterranean,1950 48th St,Astoria,NY,11105,Verified,(718) 205-3359,Charmer-Sunbelt.Com,Liquors-Wholesale,,A+
Empire Merchants LLC,Charles,Merinoff,Male,CEO,Eastern European,16 Bridgewater St,Brooklyn,NY,11222,Verified,(718) 383-5500,Empiremerchants.Com,Liquors-Wholesale,$100-500 Million,A+
Empire Merchants LLC,Susan,Blohm,Female,Exec Director,Western Europe,50 Bridgewater St,Brooklyn,NY,11222,Verified,(718) 383-2685,Charmer-Sunbelt.Com,Liquors-Wholesale,$10-20 Million,B+
Empire Merchants North,Carlos,Ferrandiz,Male,Vice President,Hispanic,16 Houghtaling Rd,West Coxsackie,NY,12192,Verified,(518) 731-5200,Charmer-Sunbelt.Com,Liquors-Wholesale,,A
Epicerie Boulud,Wendell,Santiago,Female,Manager,Hispanic,1900 Broadway # 1,New York,NY,10023,Verified,(212) 595-9606,Epicerieboulud.Com,Restaurants,"$500,000-1 Million",B+
Ess A Bagel,Melanie,Frost,Female,Manager,Western Europe,831 3rd Ave # A,New York,NY,10022,Verified,(212) 980-1010,Essa.Netbistros.Com,Bagels,$1-2.5 Million,A
Estrellita Poblana,Leonardo,Gonzelez,Male,Owner,Hispanic,2231 Westchester Ave,Bronx,NY,10462,Verified,(718) 518-7425,Estrellitapoblana.Com,Restaurants,"Less Than $500,000",B
Evelyn's Kitchen,Ayala,Donchin,Female,Owner,Hispanic,2317 1st Ave # 1,New York,NY,10035,Verified,(646) 476-7906,Evelyns-Kitchen.Com,Kitchen Cabinets & Equipment-Household,$1-2.5 Million,B+
F & J Master Sales,Francisco,Garcia,Male,Owner,Hispanic,940 E 149th St,Bronx,NY,10455,Verified,(718) 292-6464,Frajosfood.Com,Grocers-Wholesale,$2.5-5 Million,B
F Line Bagels,Luz Maria,Garcia,Female,Owner,Hispanic,476 Smith St,Brooklyn,NY,11231,Verified,(718) 422-0001,NULL,Restaurants,"Less Than $500,000",B
Fabiane's Cafe & Pastry,Fabiane,Lima,Female,Owner,Hispanic,142 N 5th St,Brooklyn,NY,11211,Verified,(718) 218-9632,Fabianes.Com,Restaurants,"$500,000-1 Million",B+
Fairway Market,Jennifer,Madrid,Female,General Mgr,Hispanic,2131 Broadway,New York,NY,10023,Verified,(212) 595-1888,Fairwaymarket.Com,Grocers-Retail,$50-100 Million,A+
Fancy Foods Inc,Robert,Corazza,Male,President,Mediterranean,B12 Hunts Point CO Op Mkt,Bronx,NY,10474,Verified,(718) 991-5522,NULL,Meat-Wholesale,$100-500 Million,A+
Fancy Foods Inc,Peter,Arianas,Male,Manager,Hispanic,781 E 93rd St,Brooklyn,NY,11236,Verified,(718) 345-1776,NULL,Food Brokers (Whls),$2.5-5 Million,B+
FANT Corp,Rafael,Perez,Male,Owner,Hispanic,10406 53rd Ave,Flushing,NY,11368,Verified,(718) 760-8009,NULL,Beer & Ale-Wholesale,$2.5-5 Million,B+
Fauna Food Corp,Ira,Slovin,Male,Owner,Not Available,5010 Kneeland St,Elmhurst,NY,11373,Verified,(718) 458-2900,Faunafoods.Com,Dog & Cat Food (Mfrs),$10-20 Million,A
Felice 64 Wine Bar,Ereni,Lima,Female,Owner,Hispanic,1166 1st Ave,New York,NY,10065,Verified,(212) 593-2223,Felicenyc.Com,Restaurants,$1-2.5 Million,B+
Felix,David,Phelps,Male,Owner,Western Europe,340 W Broadway,New York,NY,10013,Verified,(212) 431-0021,Felixnyc.Com,Restaurants,"Less Than $500,000",U
Fermented Grapes Wines & Sprts,Jan,Mcgill,Female,Owner,Western Europe,651 Vanderbilt Ave,Brooklyn,NY,11238,Verified,(718) 230-3216,Fermentedgrapes.Net,Wines-Retail,$1-2.5 Million,B+
Fieldbrook Foods Inc,Bob,Charleston,Male,CEO,Western Europe,1 Ice Cream Dr,Dunkirk,NY,14048,Verified,(716) 366-5400,Fieldbrookfoods.Com,Ice Cream & Frozen Desserts-Distr (Whls),,A
Fillmore Greenhouses Inc,Mario,Vanlogten,Male,Owner,Hispanic,11589 State Route 19a,Portageville,NY,14536,Verified,(585) 567-2678,NULL,Greenhouses,$1-2.5 Million,A+
Fine Cocoa Products Corp,Maria,Lantermo,Female,Manager,Uncoded,67 35th St # C413,Brooklyn,NY,11232,Verified,(201) 244-9210,Cocoasupply.Com,Chocolate & Cocoa (Whls),$5-10 Million,B+
Fine Fare Supermarket,David,Corona,Male,President,Hispanic,126 Clarke St,Brentwood,NY,11717,Verified,(631) 231-7141,Finefaresupermarkets.Com,Grocers-Retail,$5-10 Million,A+
Fine Fare Supermarket,Fransico,Liriano,Male,Manager,Hispanic,1654 Metropolitan Ave,Bronx,NY,10462,Verified,(718) 829-7206,Finefaresupermarkets.Com,Grocers-Retail,$1-2.5 Million,A
Fine Fare Supermarket,Jose,Portela,Male,Manager,Hispanic,2556 Boston Rd,Bronx,NY,10467,Verified,(718) 515-9149,Finefare2556bostonrd.Com,Grocers-Retail,$1-2.5 Million,A
Fine Fare Supermarket,Frank,Diaz,Male,Site Manager,Hispanic,4725 White Plains Rd,Bronx,NY,10470,Verified,(718) 881-8600,Finefaresupermarkets.Com,Grocers-Retail,$1-2.5 Million,A
Finestra,Rodger,Ribeiro,Male,Owner,Hispanic,1370 York Ave,New York,NY,10021,Verified,(212) 717-8595,Finestrarestaurant.Com,Restaurants,"$500,000-1 Million",B+
Finger Food Products Inc,Jason,Cordova,Male,Owner,Hispanic,2045 Niagara Falls Blvd # 1,Niagara Falls,NY,14304,Verified,(716) 297-4888,Originalpizzalogs.Com,Food Products & Manufacturers,$2.5-5 Million,A
Finn Maccool's,Neil,O'Reilly,Male,Owner,Western Europe,205 Main St,Port Washington,NY,11050,Verified,(516) 944-3439,Finnmaccoolsny.Com,Beverages (Whls),$2.5-5 Million,B
First Quality,Nader,Damaghi,Male,CEO,Mediterranean,80 Cuttermill Rd # 500,Great Neck,NY,11021,Verified,(516) 441-5429,Firstquality.Com,Physicians & Surgeons Equip & Supls-Mfrs,$2.5-5 Million,A
Fishkill Farms Apple Orchard,Josh,Morgenthau,Male,Owner,Western Europe,9 Fishkill Farm Rd,Hopewell Junction,NY,12533,Verified,(845) 897-4377,Fishkillfarms.Com,Fruits & Vegetables-Growers & Shippers,$10-20 Million,A
Five Spot Soul Food,Malik,Armstead,Male,CEO,African American,459 Myrtle Ave,Brooklyn,NY,11205,Verified,(718) 852-0202,Fivespotsoulfood.Com,Restaurants,"$500,000-1 Million",B+
Flavio LA Rocca & Sons Inc,Flavio,LA Rocca,Male,President,Hispanic,71 Potter Ave,New Rochelle,NY,10801,Verified,(914) 632-4819,NULL,Fruits & Vegetables-Wholesale,$2.5-5 Million,B+
Flavorsparadise,Manuel,Rivera,Male,General Mgr,Hispanic,1863 Pitkin Ave,Brooklyn,NY,11212,Verified,(347) 295-1057,NULL,Restaurants,"Less Than $500,000",C+
Flihan Joseph Co,Joseph,Flihan,Male,Owner,Western Europe,426 Broad St,Utica,NY,13501,Verified,(518) 452-5886,NULL,Restaurant Equipment & Supplies (Whls),$5-10 Million,A
Floridita Restaurant,Sonya,Vega,Female,Owner,Hispanic,3856 10th Ave,New York,NY,10034,Verified,(212) 567-4848,NULL,Restaurants,"$500,000-1 Million",B
Flowers Naturally!,Carla,Carvalho,Female,Owner,Hispanic,52 Kenmare St,New York,NY,10012,Verified,(212) 302-4090,NULL,Florists-Retail,$1-2.5 Million,B+
Flushing Meat Provisions Corp,John,Estevez,Male,Owner,Hispanic,88 Harrison Pl,Brooklyn,NY,11237,Verified,(718) 386-3300,NULL,Meat-Wholesale,$5-10 Million,A
FM Food Pantry,Sue,Lanas,Female,Manager,Hispanic,122 E Seneca St,Manlius,NY,13104,Verified,(315) 682-3688,Fmfoodpantry.Org,Food Products (Whls),$50-100 Million,A+
Fonda Chelsea,Roberto,Santibanez,Male,Owner,Hispanic,189 9th Ave,New York,NY,10011,Verified,(917) 525-5252,Fondarestaurant.Com,Restaurants,"$500,000-1 Million",B
Fonda Restaurant,Roberto,Santibaaez,Male,Owner,Hispanic,40 Avenue B # 1,New York,NY,10009,Verified,(212) 677-4096,Fondarestaurant.Com,Restaurants,"Less Than $500,000",C+
Food Bank For Westchester,Leslie,Gordon,Female,President,Western Europe,200 Clearbrook Rd # 158,Elmsford,NY,10523,Verified,(914) 909-3800,Feedingwestchester.Org,Social Service & Welfare Organizations,$1-2.5 Million,I
Food Universe,Alex,Perez,Male,Manager,Hispanic,111 Dreiser Loop,Bronx,NY,10475,Verified,(718) 671-7391,Keyfood.Com,Grocers-Retail,$5-10 Million,A+
Foodtown,Robin,Estellas,Female,President,Uncoded,1489 West Ave,Bronx,NY,10462,Verified,(718) 822-2922,Foodtown.Com,Grocers-Retail,$2.5-5 Million,A
Foodtown,Manny,Reyes,Male,Manager,Hispanic,3100 3rd Ave,Bronx,NY,10451,Verified,(718) 585-4004,Foodtown.Com,Grocers-Retail,$5-10 Million,A
Forever Grocery Inc,Alfredo,Jimenez,Male,Manager,Hispanic,155 N Franklin St,Hempstead,NY,11550,Verified,(516) 485-1564,NULL,Grocers-Retail,"$500,000-1 Million",B
Fragole,Antonio,Lobuto,Male,CEO,Hispanic,394 Court St,Brooklyn,NY,11231,Verified,(718) 522-7133,Fragolenyc.Com,Restaurants,"Less Than $500,000",B
Francesco & Giovanni's Pine,Anthony,Bastone,Male,Owner,Mediterranean,1913 Bronxdale Ave,Bronx,NY,10462,Verified,(718) 792-5956,Fjpine.Com,Restaurants,"$500,000-1 Million",B+
Franco's Bakery Corp,Guillermo,Franco,Male,Owner,Hispanic,527 E 138th St,Bronx,NY,10454,Verified,(718) 993-4200,NULL,Bakers-Retail,"Less Than $500,000",B+
Francos,Jesus,Sorza,Male,Owner,Hispanic,295 E 149th St # 3,Bronx,NY,10451,Verified,(347) 577-1466,Eatfrancos.Com,Beverages (Whls),$2.5-5 Million,B
Frank M Flower-Sons Inc Main,Dwight,Relyea,Male,Owner,Western Europe,2 Bayview Ave,Oyster Bay,NY,11771,Verified,(516) 922-4410,NULL,Seafood-Wholesale,$50-100 Million,A+
Frankies 570 Spuntino,Frank,Falcinelli,Male,Owner,Mediterranean,570 Hudson St,New York,NY,10014,Verified,(212) 924-0818,NULL,Restaurants,"$500,000-1 Million",B
Frederick Wildman & Sons LTD,Marc,Hirten,Male,President,Uncoded,111 Broadway # 1102,New York,NY,10006,Verified,(212) 355-0700,Frederickwildman.Com,Wines-Wholesale,$100-500 Million,A
Freemans,Taavo,Somer,Male,Owner,Western Europe,191 Chrystie St # 2f,New York,NY,10002,Verified,(212) 420-0012,Eventective.Com,Restaurants,"Less Than $500,000",B
French Louie,Doug,Crowell,Male,CEO,Western Europe,320 Atlantic Ave # A,Brooklyn,NY,11201,Verified,(718) 935-1200,NULL,Restaurants,"$500,000-1 Million",B+
Fresh & Co,Stavros,Kaltsios,Male,Manager,Mediterranean,363 7th Ave # A,New York,NY,10001,Verified,(212) 333-7374,Freshandco.Com,Restaurants,"$500,000-1 Million",B+
Frito-Lay Inc,Greg,Telfian,Male,Director,Centl & SW Asian,1 Morgan Dr # 1,Mount Kisco,NY,10549,Verified,(914) 242-9706,Fritolay.Com,Potato Chips (Whls),$20-50 Million,A
Frito-Lay Inc,Matt,Betzold,Male,Manager,Western Europe,116 Radio Circle Dr,Mount Kisco,NY,10549,Verified,(914) 242-9706,Fritolay.Com,Potato Chips (Whls),$50-100 Million,A+
Fulkerson's Winery,Sayre,Fulkerson,Male,Owner,Western Europe,5576 State Route 14,Dundee,NY,14837,Verified,(607) 243-7883,Fulkersonwinery.Com,Wineries (Mfrs),"Less Than $500,000",B
G & L Davis Meat Co,Stephen,Davis,Male,CEO,Western Europe,111 Gateway Park Dr,North Syracuse,NY,13212,Verified,(315) 471-9164,Gianellisausage.Com,Meat Products (Mfrs),$10-20 Million,A+
Gallery At Casa Mezcal,Pedro,Rameriz,Male,Manager,Hispanic,86 Orchard St,New York,NY,10002,Verified,(212) 777-2600,Eventective.Com,Restaurants,"$500,000-1 Million",B
Gee WHIZ Diner New York,Chris,Pana,Male,Owner,Hispanic,295 Greenwich St # 1,New York,NY,10007,Verified,(212) 608-7200,Ww9.Geewhiznyc.Com,Restaurants,"$500,000-1 Million",B+
Geloso Beverage Group,Ellen,Craig,Female,Regional Mgr,Western Europe,1662 Manitou Rd,Rochester,NY,14626,Verified,(585) 247-2310,NULL,Beverages (Whls),$10-20 Million,B+
Genesis Bar & Restaurant,Vicki,Gonzalez,Female,Partner,Hispanic,156 W 44th St # 1,New York,NY,10036,Verified,(212) 348-5500,NULL,Restaurants,"$500,000-1 Million",B
Genesis Food Market Corp,Ramon,Tineo,Male,Owner,Hispanic,342 North Ave # 1,New Rochelle,NY,10801,Verified,(914) 637-0094,NULL,Food Products (Whls),$1-2.5 Million,C+
Genesis Specialty Bakery,Marvin,Vesquez,Male,Owner,Hispanic,12 Drayton Ave,Bay Shore,NY,11706,Verified,(631) 665-5336,NULL,Bakers-Wholesale,$20-50 Million,A
George's Restaurant,Ted,Planzos,Male,CEO,Uncoded,5701 5th Ave,Brooklyn,NY,11220,Verified,(718) 439-1403,Georgesmenu.Com,Restaurants,"$500,000-1 Million",B+
Georgia Diner,Josue,Salazar,Male,Manager,Hispanic,8026 Queens Blvd,Elmhurst,NY,11373,Verified,(718) 426-2229,NULL,Restaurants,"Less Than $500,000",C+
