name,street,city,state,zip,x,y,website,facebook,twitter,email,phone,fmid,operation id,data_source,current_ww_vendor,compared
John J King Farm,448 Jacobs Rd,Narvon,Pennsylvania,17555,,,,,,,717-768-8157,,3928971391,operators,NO,true
John J. Mast,2395 County Rte. 12,Whitehall,New York,12887,,,,,,,,,8210006252,operators,NO,true
John K. & Malinda S. Lapp,95 Indiantown Road,Ephrata,Pennsylvania,17522,,,,,,,(717) 733-1766,,8210001592,operators,NO,true
John L Miller,35029 Elm Ridge Rd,Philadelphia,New York,13673,,,,,,,,,3928972018,operators,NO,true
John L. Fisher,645 Talbotville Road,Honey Brook,Pennsylvania,19344,,,,,,jeff@kochturk.com,,,8210004979,operators,NO,true
John L. Lapp,212 Pear Lane,Spring Glen,Pennsylvania,17978,,,,,,,717-799-5898,,8210006912,operators,NO,true
John L. Miller Sunnyside Organic Acres,2868 Miller Lane,Bird-in-Hand,Pennsylvania,17505,,,,,,,717 768 7815,,8210002899,operators,NO,true
John L. Wengerd,12449 Youngs Rd,Conewango Valley,New York,14726,,,,,,,No Telephone,,3252020062,operators,NO,true
John Lehman,2900 State Route 72,Jonestown,Pennsylvania,17038,,,,,,chris@heritagepms.com,(717) 867-8366,,8210005294,operators,NO,true
John M. Brubaker,721 Siegfriedale Road,Kutztown,Pennsylvania,19530,,,,,,,(610) 683-6098,,8210002884,operators,NO,true
John M. Glick,437 Springville Rd.,Quarryville,Pennsylvania,17566,,,,,,,(717) 806-0173,,8210002873,operators,NO,true
John M. Hershberger,4485 East Milestrip Road,Canastota,New York,13032,,,,,,,(315) 684-3714,,6431251900,operators,NO,true
John M. Kurtz,372 Reagan Flats Road,Bombay,New York,12914,,,,,,,,,6430813320,operators,NO,true
John M. Stoltzfus,1718 Valley Road,Christiana,Pennsylvania,17509,,,,,,,,,8210005960,operators,NO,true
John M. Zehr,4467 Rte 49,Harrison Valley,Pennsylvania,16927,,,,,,jmzehr151@gmail.com,814-334-5581,,3250200075,operators,NO,true
John Martin,12174 State Road 304,Mifflinburg,Pennsylvania,17844,,,,,,mwhitsel@bjepoultry.com,570-374-8148,,8210006271,operators,NO,true
John Martin - 2 & 3,3104 Bossler Road,Elizabethtown,Pennsylvania,17022,,,,,,chris@laurelgrovefarms.com,(717) 867-8366,,8210001001,operators,NO,true
John Martin 1 & 4,1769 Haunstein Road,Elizabethtown,Pennsylvania,17022,,,,,,chris@laurelgrovefarms.com,(717) 867-8366,,8210002895,operators,NO,true
John Pitman,90 Cortland Street,Marathon,New York,13803,,,,,,,607-849-3798,,3252012017,operators,NO,true
John R Burkholder,8431 Ford Rd,Branch Port,New York,14418,,,,,,,607-522-3065,,3928971877,operators,NO,true
John R Myer,7401 State Route 89,Ovid,New York,14521,,,,,,fmyer12@yahoo.com,607-592-8375,,7920202206,operators,NO,true
John R. Blank,450 Spring Hill Rd,Quarryville,Pennsylvania,17566,,,,,,,717-786-2394 x1 (current),,8210006704,operators,NO,true
John R. Byler,1683 State Rt. 95,Bombay,New York,12914,,,,,,,,,6431036300,operators,NO,true
John R. Glick,435 Green Lane,Peach Bottom,Pennsylvania,17563,,,,,,,,,8210004599,operators,NO,true
John R. Hoover,1324 Route 54,Penn Yan,New York,14527,,,,,,,(315) 536-4945,,6430311390,operators,NO,true
John R. Sensenig,10465 State Route 44,Watsontown,Pennsylvania,17777,,,,,,johnrsensenig@gmail.com,(570) 412-0895,,8210002904,operators,NO,false
John S. Dietz,141 Strickler's Lane,York,Pennsylvania,17406,,,,,,mrdnine@gmail.com,(717) 252-2817,,8210002886,operators,NO,true
John S. Petersheim,320 West Hernley Road,Manheim,Pennsylvania,17545,,,,,,noltfarms@gmail.com,717-587-6702 Kevin Nolt,,8210002902,operators,NO,true
John S. Stoltzfus,3147B West Winter Rd.,Loganton,Pennsylvania,17747,,,,,,kristen@hbfeggs.com,646-779-4298,,8210007150,operators,NO,true
John Saeli,4761 East Lake Rd,Geneva,New York,14456,,,,,,jsaeli@rochester.rr.com,315-585-9826,,3250970043,operators,NO,true
John Salamone,345 Millers Grove Rd,Frankfort,New York,13340,,,,,,,315-894-5258,,3250980007,operators,NO,true
John Scanlon,733 SR 170,Little Falls,New York,13365,,,,,,scanlon@ntcnet.com,315-823-0089,,9571375400,operators,NO,true
John Schlabach,5027 Swamp School Road,Cazenovia,New York,13035,,,,,,,,,8432001838,operators,NO,true
John Schwartzentruber,6987 State Route 26,Lowville,New York,13367,,,,,,,315-755-3864,,3252019047,operators,NO,true
John Shepherd & Deborah Faltine,327 Mountain Road,Lenhartsville,Pennsylvania,19534,,,,,,jtshep@ptd.net,610-334-6330,,8210007475,operators,NO,true
John Smucker,209 Laurel Road,East Earl,Pennsylvania,17519,,,,,,mike@alderfereggs.com,(215) 723-9578,,8210002908,operators,NO,true
John T. Petersheim,7763 Cedar Springs Road,Mifflintown,Pennsylvania,17059,,,,,,,,,8210002903,operators,NO,true
John Travis Farm,1660 Ellis Rd,Dundee,New York,14837,,,,,,jandjtra@frontiernet.net,607-243-7359,,3920897603,operators,NO,true
John Troyer,3022 State Route 169,Little Falls,New York,13365,,,,,,,315-891-3733 (not his number),,8210006512,operators,NO,true
John U. Stoltzfus,8804 County Road 142,Interlaken,New York,14847,,,,,,,607-532-3486,,6431711480,operators,NO,true
John V. Byler,10333 Fairview Road,Farmersville,New York,14060,,,,,,,,,6431591500,operators,NO,true
John Valentine,1059 State Highway 80,Fort Plain,New York,13339,,,,,,slatecreekfarm@hotmail.com,631-521-0234,,3252018067,operators,NO,true
John Winand,1396 Fish and Game Road,East Berlin,Pennsylvania,17316,,,,,,mike.shutt@hainpureprotein.com,(570) 374-0501,,8210002875,operators,NO,true
John Winand #2,710 Russell Tavern Road,Gettysburg,Pennsylvania,17325,,,,,,kate.livingston@plainvillefarms.com,717-634-7166,,8210004744,operators,NO,true
John Winand #3,2315 Old Harrisburg Rd,Gettysburg,Pennsylvania,17325,,,,,,kate.livingston@plainvillefarms.com,717-634-7166,,8210007103,operators,NO,true
John Z Stoltzfus,63 Thomas Rd,Orangeville,Pennsylvania,17859,,,,,,,,,3928971447,operators,NO,true
John Z. Smoker,241B Hogs Back Road,Millville,Pennsylvania,17846,,,,,,,,,8210002907,operators,NO,true
John Zimmerman Farm,1014 Silver Hill Road,Narvon,Pennsylvania,17555,,,,,,,,,8210002914,operators,NO,true
Johnathan Martin,467 Murphy Rd.,Little Falls,New York,13365,,,,,,,315-823-0256,,8210007028,operators,NO,true
Johnnie R. Yoder,254 Keenan Road,Brasher Falls,New York,13613,,,,,,,,,6431914630,operators,NO,true
Johnny J. Miller,94 Trout River Road,Burke,New York,12917,,,,,,,(518) 483-4982,,6431364800,operators,NO,true
Johnny L. Kurtz,102 Cold Spring Rd,Bombay,New York,12914,,,,,,,,,6431914620,operators,NO,true
Jonas & Sylvia Kanagy,97 Yoder Road,Belleville,Pennsylvania,17004,,,,,,,,,1600002893,operators,NO,true
Jonas Ebersol,378 Bunker Hill Road,Strasburg,Pennsylvania,17579,,,,,,,717-687-9484,,8210005186,operators,NO,true
Jonas F Stoltzfus,1884 Leader Rd,Waterloo,New York,13165,,,,,,,315-549-8776,,3250200626,operators,NO,true
Jonas J Hershberger,3506 County Highway 18,New Berlin,New York,13411,,,,,,,,,8210002924,operators,NO,true
Jonas J King,248 Blank Rd,Narvon,Pennsylvania,17555,,,,,,,717-768-0996 x1,,3928971580,operators,NO,true
Jonas J. Stoltzfus,4372 Patten Road,Lowville,New York,13367,,,,,,,,,8210006493,operators,NO,true
Jonas J. Wengerd,1104 Jenkins Rd,Clyde,New York,14433,,,,,,,No Telephone,,3252015042,operators,NO,true
Jonas K. Fisher,651 Twin County Road,Honey Brook,Pennsylvania,19344,,,,,,,(610) 273-9650,,8210002923,operators,NO,true
Jonas L. Esh,2089 Noble Rd,Kirkwood,Pennsylvania,17536,,,,,,,(717)-529-2790 Ext. 0,,1600001534,operators,NO,true
Jonas Lee Miller,6090 Elimsport Rd.,Montgomery,Pennsylvania,17752,,,,,,,(570) 547-1801,,8210006266,operators,NO,true
Jonas R. Zeiset,4275 Furnace Rd,Lewisburg,Pennsylvania,17837,,,,,,,(570) 524-7009,,8210002927,operators,NO,true
Jonas S. Fisher,74-A South Ronks Road,Ronks,Pennsylvania,17572,,,,,,,717-687-7015 x1,,8210007482,operators,NO,true
Jonathan And Alta Waltz,2509 Maricle Rd,Cincinnatus,New York,13040,,,,,,awaltz@cc.cnyric.org,,,8210004959,operators,NO,true
Jonathan B. Hoover,2271 Italy Hill Road,Branchport,New York,14418,,,,,,,,,8210002929,operators,NO,true
Jonathan F. Beiler,259 West Shady Road,Kirkwood,Pennsylvania,17536,,,,,,,,,8210006312,operators,NO,true
Jonathan Hoover,2391 Buckle Rd,Penn Yann,New York,14527,,,,,,,315-536-0393,,3928971821,operators,NO,true
Jonathan J. Mast,942 SR 67,Fort Plain,New York,13339,,,,,,,,,8210004376,operators,NO,true
Jonathan Jeffries,78 Dairy Lane,Loganton,Pennsylvania,17747,,,,,,jojeffries@pa.gov,,,8210002930,operators,NO,true
Jonathan Miller,4825 Leike Rd,Parkersburg,Pennsylvania,19365,,,,,,,(610) 593-8148,,1600003303,operators,NO,true
Jonathan S. Fisher,9821 Muddy Creek Road,Airville,Pennsylvania,17302,,,,,,,(717) 768-0895,,6431143700,operators,NO,true
Jonathan Stauffer,6430 Route 225,Elizabethville,Pennsylvania,17023,,,,,,chris@laurelgrovefarms.com,(717) 867-8366,,8210002936,operators,NO,true
Jones Dairy Farm,2955 Grier Nursery Rd.,Forest Hill,Maryland,21050,,,,,,mfbsejones@msn.com,410-838-4037,,6780000246,operators,NO,true
"Jones, Neil",437 Clifton Road,Rawlings,Virginia,23876,,,,,,,434-774-6761,,7920613048,operators,NO,false
Jordan Farms,182 Sunny Side,Nichols,New York,13812,,,,,,justianjordan@gmail.com,607-727-5223,,3252017106,operators,NO,true
Joseph A. Koch,163 Koch's Road,Little Falls,New York,13365,,,,,,,315-868-2928,,3252017121,operators,NO,true
Joseph A. Miller,161 Carr Rd,Jamestown,Pennsylvania,16134,,,,,,,724-932-3425,,5870001912,operators,NO,true
Joseph B. King,5031 Camerons Road,Homer City,Pennsylvania,15748,,,,,,,,,8210002948,operators,NO,true
"Joseph D. Williams, Jr.",1183 Rocky Branch Drive,Skipwith,Virginia,23968,,,,,,,434-917-3000,,5870001376,operators,NO,true
Joseph E. Troyer,1269 County Route 11,Gouverneur,New York,13642,,,,,,,,,6431143800,operators,NO,true
Joseph Esch,2210 Creek Hill Rd,Lancaster,Pennsylvania,17601,,,,,,,717-925-9941,,3920897978,operators,NO,true
Joseph G Fisher,856 Wesley Rd,Kirkwood,Pennsylvania,17536,,,,,,,717-529-6110,,3920897436,operators,NO,true
Joseph G. Lapp,125A S. Belmont Rd,Paradise,Pennsylvania,17562,,,,,,,717-687-8133,,8210006825,operators,NO,true
Joseph Garrant,296 Leggett Rd,Champlain,New York,12919,,,,,,jacobgarrant@gmail.com,518-420-3044,,8210006874,operators,NO,true
Joseph H. Fox,2892 Route 364,Penn Yan,New York,14527,,,,,,,(315) 536-8803,,8210002943,operators,NO,false
Joseph Hostetler,1313 Fruit Plain Rd,Callao,Virginia,22435,,,,,,,(804) 724-1811,,1600003291,operators,NO,true
Joseph Hubiak,2224 State Route 80,Van Hornesville,New York,13475,,,,,,,315-858-1659,,6431610280,operators,NO,true
Joseph I Peachey,225 Long Lane,Belleville,Pennsylvania,17004,,,,,,,,,1600003153,operators,NO,true
Joseph J. Gingerich,159 Finnerty Rd,Williamstown,New York,13493,,,,,,,No Telephone,,3252008023,operators,NO,true
Joseph M. Stoltzfus,215 Stover Road,Loganton,Pennsylvania,17747,,,,,,,,,8210004163,operators,NO,true
Joseph N. Zeiset,4730 Jones Road,Rushville,New York,14544,,,,,,,,,8210006368,operators,NO,true
Joseph P. Stutzman,315 East Rd.,Burke,New York,12917,,,,,,,518 497 3249,,8210004770,operators,NO,true
Joseph S. Hoover,2588 Hammertown Road,Narvon,Pennsylvania,17555,,,,,,,(610) 286-3709,,8210002946,operators,NO,true
Joseph Shallhoub and Son Inc.,1258 Prospect Avenue,Brooklyn,New York,11218,,,,,,joraycandy@msn.com,718 871 6300,,8240011620,operators,NO,true
Josh Burkholder Farm,3980 Williamson Rd,Greencastle,Pennsylvania,17225,,,,,,,(717) 816-7490,,1600003440,operators,NO,true
Josh Grossnickle,9400C Dublin Road,Walkersville,Maryland,21793,,,,,,kate.livingston@plainvillefarms.com,717-624-6952,,8210006442,operators,NO,true
"Joshua Haar, Arie Haar",11083 Button Falls Road,West Edmeston,New York,13485,,,,,,mandopickincowgirl@gmail.com,315-269-4030,,3928972059,operators,NO,true
Joshua Reiff,71 Wiend Road,Milton,Pennsylvania,17847,,,,,,mwhitsel@bjepoultry.com,(570) 374-8148,,8210002953,operators,NO,true
Joshua Renno,2409 Locust Run Road,Mifflintown,Pennsylvania,17059,,,,,,,,,3928971464,operators,NO,true
Joshua Shaw,819 State Rt 34B,King Ferry,New York,13081,,,,,,jashw@yahoo.com,315-730-7657,,3920897750,operators,NO,true
Joshua Welch And James Welch Dba Dusty Clay Farm,708 Paris Road,Fort Plain,New York,13339,,,,,,jennjosh@frontier.com,(518) 993-5410,,6431257300,operators,NO,true
Joshua Wenger,100 Wissler Rd.,Lititz,Pennsylvania,17543,,,,,,wengers@emypeople.net,717-209-0287,,8210002956,operators,NO,true
Josiah D. Miller Farm,646 Carlisle RD.,Transfer,Pennsylvania,16154,,,,,,,724-646-0606,,5870001398,operators,NO,true
Josiah Kauffman,149 Dairy Lane,Ulster,Pennsylvania,18850,,,,,,,,,8210002791,operators,NO,true
Josiah M. Martin,157 Summer Hill Road,Bernville,Pennsylvania,19506,,,,,,,,,8210006589,operators,NO,true
Josie Hostetler,467 Murphy Road,Little Falls,New York,13365,,,,,,,315-532-5266,,3252015104,operators,NO,true
Josue Britez,70 Kissme Road,Newville,Pennsylvania,17241,,,,,,kate.livingston@plainvillefarms.com,717-624-6952,,8210004733,operators,NO,true
JR Custom Feeds,1046 Willkow Rd,Berlin,Pennsylvania,15530,,,,,,,814-267-9932,,1600002911,operators,NO,true
Juniper Hill Farm,82 Loukes Lane,Westport,New York,12993,,,http://www.juniperhillfarmcsa.com,,,juniperhillfarm@gmail.com,518-524-5652,,3252014036,operators,NO,true
"K & J Farm Adventure, LLC",1192 Main Road,Riverhead,New York,11901,,,,,,1162farm@gmail.com,954-224-3011,,3252015075,operators,NO,true
K & L Farms,1639 Slanesville Pike,Points,West Virginia,25437,,,,,,,304-496-9602,,3928971743,operators,NO,true
Kampnich Farm,23279 Knowlesville Rd,Watertown,New York,13601,,,,,,bbriankampnich@gmail.com,315-778-6485,,3250980003,operators,NO,true
Kanagy Acres,338 County Highway 51,Morris,New York,13808,,,,,,,607-263-2530,,3252014068,operators,NO,true
Kaolin Mushroom Farms Inc.,649 West South Street,Kennett Square,Pennsylvania,19348,,,,,,clafazia@southmill.com,610-444-4800 ext 313,,8210004255,operators,NO,false
Katchkie Farm,745 Fischer Rd,Kinderhook,New York,12106,,,http://www.katchkiefarm.com,,,jon.ronsani@katchkiefarm.com,518-758-2166,,3252007012,operators,NO,true
Kathi Zimmerman,80 S. Northkill Road,Bernville,Pennsylvania,19506,,,,,,jshuler@bellandevans.com,(717) 865-6626,,8210002964,operators,NO,true
Kauffman's Farming LLC,145 Rolling Hill Lane,Allensville,Pennsylvania,17002,,,,,,lkbowhunter@gmail.com,717-437-5154,,8210007415,operators,NO,true
Ka-Vee Farm,1514 West Back Mtn Road,Belleville,Pennsylvania,17004,,,,,,,,,8210001870,operators,NO,true
Keenan Family Farms,8364 State Route 819,Greensburg,Pennsylvania,15601,,,,,,keenanfamilyfarms.pa@gmail.com,,,8210006805,operators,NO,true
Keith F. Marshall Dba Marshall Dairy Inc.,8494 Zachary Taylor Highway,Unionville,Virginia,22567,,,,,,,540-604-4794,,5561000103,operators,NO,true
Keith Jackson,4166 North Fork Rd,Martinsville,Virginia,24112,,,,,,mountainvalleyorganic@yahoo.com,276-732-8976,,7921008698,operators,NO,true
Keith Martin,20 Hackman Rd,Newmanstown,Pennsylvania,17073,,,,,,newgenpoultry@gmail.com,(717) 949-8378,,8210002972,operators,NO,true
Keith Stoltz,389 Last Chance Way,Lake Placid,New York,12946,,,,,,lcr.gkress@gmail.com,518-369-9451,,3252011010,operators,NO,true
Keith's Farm,2630 County Route 1,Port Jervis,New York,12771,,,,,,keithsfarm@frontiernet.net,845-856-4955,,3250930033,operators,NO,true
Ken Liebig,1731 County Route 31,Granville,New York,12832,,,,,,,,,8210005327,operators,NO,true
Ken Moyer,20 Dead End Road,Annville,Pennsylvania,17003,,,,,,jshuler@bellandevans.com,717-865-6626,,8210006297,operators,NO,true
Ken Stoyell,5417 Cream Hollow Rd,Skaneateles,New York,13152,,,,,,,315-497-3629,,3252008073,operators,NO,true
Ken Sieber,1000 Sunset Drive,Mifflintown,Pennsylvania,17059,,,,,,mypreshyangel@yahoo.com,(717) 463-3691,,8210003691,operators,NO,true
Kendig Creek Farm,4396 County Road 121,Romulus,New York,14541,,,,,,,315-521-1488,,3252013052,operators,NO,true
Kennett Square Specialties,546 Creek Road,Kennett Square,Pennsylvania,19348,,,,,,dbottomley@ksssales.com,(610) 444-8122,,8210001883,operators,NO,true
Kensho Farms,21130 Roy's Ln.,Boonsboro,Maryland,21713,,,http://www.kenshofarms.com,,,,301-432-2375,,5561000197,operators,NO,true
Kent Family Growers,1301 County Rte 31,Lisbon,New York,13658,,,http://www.kentfamilygrowers.com,,,kentfamilygrowers@hotmail.com,315-212-7502,,3252010008,operators,NO,true
Kenton Wenger,67 New Schaefferstown Road,Bernville,Pennsylvania,19506,,,,,,kentonwenger410@gmail.com,484-797-3614,,8210006854,operators,NO,true
"Keplinger, Bailey",1605 Crab Run Road,Mathias,West Virginia,26812,,,,,,,304-897-6044,,7920819145,operators,NO,true
Kerith Brook Farm,73 Kerith Lane,Kutztown,Pennsylvania,19530,,,,,,trbolton@yahoo.com,484-334-3674,,3920897311,operators,NO,true
Kersch's Farm,4199 NY Route 78,Bliss,New York,14024,,,,,,,(585) 734-0003,,2201603800,operators,NO,true
Kevin Caldwell,393 Concord Circle Road,Beaver Falls,Pennsylvania,15010,,,,,,broadrunfarms6gen@gmail.com,,,8210004894,operators,NO,false
Kevin Carpenter,59 Seymour Road,Ellenburg Center,New York,12934,,,,,,,518-534-8057,,3252020026,operators,NO,true
Kevin Fox,4446 State Route 247,Canandaigua,New York,14424,,,,,,pinegrovetractor@ibyfax.com,585-554-6355,,8210006882,operators,NO,true
Kevin Frey Farm,3847 Bossler Rd,Elizabeththown,Pennsylvania,17022,,,,,,,,,3928971587,operators,NO,true
Kevin Fritz,4454 Dundee Himrod Rd,Dundee,New York,14837,,,,,,,607-243-5464,,3252020058,operators,NO,true
Kevin Gayman,11132 Tanyard Hill Road,Orrstown,Pennsylvania,17244,,,,,,kate.livingston@plainvillefarms.com,717-624-6952,,8210007020,operators,NO,true
Kevin Gould,643 Taylor Hill Rd,Granville,New York,12832,,,,,,klgould6776@gmail.com,518-791-7825,,3252019029,operators,NO,true
Kevin J. Martin,204 North Road,Dolgeville,New York,13329,,,,,,,16108169725,,6431914622,operators,NO,true
Kevin Murphy,8887 Larkin Rd,Hubbardsville,New York,13355,,,,,,,315-825-1736,,3252019092,operators,NO,true
Kevin Stoltzfus,187 Marteeny Rd,Somerset,Pennsylvania,15501,,,,,,akenterprises@ibyfax.com,,,8210005299,operators,NO,true
Keystone Farm,25 Pine Run Rd.,Amity,Pennsylvania,15311,,,,,,srce5@aol.com,(724) 250-8267,,8210001887,operators,NO,true
"Kezialain Farm, LLC",28 Keziah Ln,Westtown,New York,10998,,,http://www.kezialain.com,,,,845-726-4409,,3250200035,operators,NO,true
Kimball's Farm,110 Sarepta Road,White Township,New Jersey,07823,,,,,,,(908) 475-4447,,2201801000,operators,NO,true
Kimberton CSA,415 W Seven Stars Rd,Phoenixville,Pennsylvania,19460,,,,,,,,,8830001311,operators,NO,true
Kimberton Hills Dairy,1601 Pughtown Rd,Kimberton,Pennsylvania,19442,,,,,,,,,8830001309,operators,NO,true
King Family Farm,225 Wissler Road,New Holland,Pennsylvania,17557,,,,,,,(717) 355-2163,,8210001892,operators,NO,true
King Hill Farm,214 Churchmans Mill Rd,Staunton,Virginia,24401,,,,,,jmhersh@gmail.com,(540)-337-1669,,1600001038,operators,NO,true
Kingbird Farm,9398 West Creek Road,Berkshire,New York,13736,,,http://www.kingbirdfarm.com,,,,607-657-2860,,3250980027,operators,NO,true
Kingfisher Farm,396 Trail Road North,Elizabethtown,Pennsylvania,17022,,,,,,,,,9950008176,operators,NO,true
Kings Family Farm,167 Zachary Rd.,Coburn,Pennsylvania,16832,,,,,,,(814) 349-8134,,8210002347,operators,NO,true
Kingston Farms,5109 Groveland Rd,Geneseo,New York,14454,,,,,,,585-519-1609,,3252019046,operators,NO,true
Kirby Family Farm,227 Lee Road,Marion Center,Pennsylvania,15759,,,,,,mike@kayagproducts.com,724-388-3617,,9571422080,operators,NO,true
Kirkwood Herbs,1553 Noble Road,Kirkwood,Pennsylvania,17536,,,,,,,,,9950004799,operators,NO,true
Kish Creek Farm,274 South Dryhouse Road,Belleville,Pennsylvania,17004,,,,,,,(717) 935-2023,,8210001899,operators,NO,true
Kittatinny Mountain Farm,74 A Wantage School Rd,Wantage,New Jersey,07461,,,,,,,,,5600000101,operators,NO,true
Kittle Farm,1126 Briggs Hill Road,Nichols,New York,13812,,,,,,,607-761-5800,,3252016020,operators,NO,true
Kiwi Korners,145 Pipon Road,Danville,Pennsylvania,17821,,,,,,holly@kiwiberry.com,(570) 286-2468,,8210001903,operators,NO,false
Klaas & Mary-Howell Martens Farm,1443 Ridge Rd,Penn Yan,New York,14527,,,,,,kandmhfarm@lakevieworganicgrain.com,315-694-1263,,3250200634,operators,NO,true
Kline's Hillside,167 Coble Rd.,Chambersburg,Pennsylvania,17202,,,,,,kate.livingston@plainvillefarms.com,717.624.6952,,8210004074,operators,NO,true
Klock Family Dairy Farm LLC,35265 Amend Road,La Fargeville,New York,13656,,,,,,,315-658-2605,,6431813010,operators,NO,true
Kludt Brothers Inc,1161 West Kendall Rd,Kendall,New York,14476,,,,,,amkludt@yahoo.com,585-659-2692,,3928971496,operators,NO,true
Knapp Farms,5180 South Street,Sodus,New York,14551,,,,,,,585-314-4921,,3250200207,operators,NO,true
Kodru Dairy,27250 Call Road,Evans Mills,New York,13637,,,,,,kodrudairy@aol.com,(315) 771-0874,,8210001911,operators,NO,true
Koinonia Farm,1400 Greenspring Valley Rd,Stevenson,Maryland,21153-0119,,,http://www.gramercymansion.com,,,koinoniaorganicfarm@yahoo.com,410-486-2405,,6780000005,operators,NO,true
Kore D. Yoder,57 Cherry Lane,Belleville,Pennsylvania,17004,,,,,,,,,8210004630,operators,NO,true
Kore M. Stoltzfus,6997 Yarnell Road,Ovid,New York,14521,,,,,,,,,6431584400,operators,NO,true
Kore Yoder,803 Johnson Mill Road,Lewisburg,Pennsylvania,17837,,,,,,mike@alderfereggs.com,,,8210004608,operators,NO,true
Kori G. Stay,859 US Hwy 11,Gouverneur,New York,13642,,,,,,koristay1982@gmail.com,,,8210002992,operators,NO,true
Korie L. & Annie M. Yoder,113 Swarey Ln.,Allensville,Pennsylvania,17002,,,,,,,,,1600002855,operators,NO,true
Koster Farm LLC,646 State Highway 3,Pitairn,New York,13648,,,,,,ted.a.kastner@gmail.com,973-714-0483,,3252017045,operators,NO,true
Kraeger Farm,9660 Williams Rd,Holland Patent,New York,13354,,,,,,,315-525-7118,,3250980019,operators,NO,true
Kreher's Poultry Farms,5411 Davison Rd,Clarence,New York,14031,,,http://www.krehereggs.com/,,,,716-759-6802,,3250990011,operators,NO,true
Kreher's Sunrise Farm LLC,7795 Allegheny Rd,Alabama,New York,14013,,,,,,brett@krehereggs.net,716-759-6802,,3920897942,operators,NO,false
"Kretschmann Farm, LLC",257 Zeigler Rd,Rochester,Pennsylvania,15074,,,,,,,(724)-452-7189,,1600000770,operators,NO,true
Kringstead Farm,567 Kringsbush Rd,St. Johnsville,New York,13452,,,,,,tdmof@frontier.com,518-568-7873,,3250970024,operators,NO,true
Kurtz Farm,249 Reagen Flats Road,Bombay,New York,12914,,,,,,,No Telephone,,3252015013,operators,NO,true
"Kurtz, Stephen",1952 City Rt 5,Addison,New York,14801,,,,,,,607-359-4729,,7920304324,operators,NO,true
Kyle Farms,2727 Ira Station Road,Cato,New York,13033,,,,,,kylefarms@frontiernet.net,315-391-8949,,3252017054,operators,NO,true
"L & M Machinery, Inc.",956 Dreisbach Church Road,Lewisburg,Pennsylvania,17837,,,,,,michaelhoover23@gmail.com,(570)-966-3965,,1600001802,operators,NO,true
"L. D'ottavio Nuseries, LLC",5559 Chestnut Avenue,Vineland,New Jersey,08361,,,,,,larry@ldottavionurseries.com,856-691-7843,,8210006657,operators,NO,true
L. Sensenig Farming,4750 State Route 44,Watsontown,Pennsylvania,17777,,,,,,sensenigs@dejazzd.com,(570)-523-3502,,1600002083,operators,NO,true
"Lady Moon Farms, Inc.",1795 Criders Church Road,Chambersburg,Pennsylvania,17202,,,,,,anais@ladymoonfarms.com,717-369-2113,,8210001933,operators,NO,false
Laing Family Farm,772 County Rte 35,Potsdam,New York,13676,,,,,,tracilaing@aol.com,315-261-2162,,3250990027,operators,NO,true
Lake Russell Maple LLC,116 Secret Eagle Drive,Newfoundland,Pennsylvania,18445,,,,,,sara@lakerussellmaple.com,570-676-4037,,8210007242,operators,NO,true
Lake Shore Dairy,1692 County Line Road,Lyndonville,New York,14098,,,,,,,,,8431501049,operators,NO,true
Lake View Farm,11331 Hodnett Rd,Fillmore,New York,14735,,,,,,,No Telephone,,3250200008,operators,NO,true
Lakeside Blueberries Of Magnolia Road,537 Magnolia Road,Pemberton,New Jersey,08068,,,,,,,,,5600000130,operators,NO,true
"Lakestone Family Farm, LLC",1089 County Road 28,Shortsville,New York,14848,,,http://www.lakestonefamilyfarm.com,,,lakestonefamilyfarm@gmail.com,516-314-8209,,3252012036,operators,NO,true
Lakeview Farm,4882 Lakemont-Himrod Rd,Dundee,New York,14837,,,,,,,607-243-8549,,3928971617,operators,NO,true
Lamar B. Sensenig,5519 St. Rt. 14A,Dundee,New York,14837,,,,,,,607-243-9564,,8210006369,operators,NO,true
Lamar Brubacker,294 Sawmill Road,Liverpool,Pennsylvania,17045,,,,,,jshuler@bellandevans.com,717-865-1186,,8210006978,operators,NO,true
Lamar Hess,105 County Line Road,Dillsburg,Pennsylvania,17019,,,,,,ben.warner@hainpureprotein.com,570-374-0501,,8210007613,operators,NO,true
Lamar Horning,1883 State Route 11B,North Bangor,New York,12966,,,,,,,518-483-4027,,3252018060,operators,NO,true
Lamar Horst Farm,1065 Landisburg Rd,Landisburg,Pennsylvania,17040,,,,,,,,,3928971585,operators,NO,true
Lamar Martin,3754 Bossler Road,Elizabethtown,Pennsylvania,17022,,,,,,chris@laurelgrovefarms.com,(717) 867-8366,,8210002998,operators,NO,true
Lamar Newswanger,3374 Aikens Rd,Watkins Glen,New York,14891,,,,,,,607-292-3698,,3928971632,operators,NO,true
Lamar Weaver,255 Hickory Road,Denver,Pennsylvania,17517,,,,,,jeff@kochturk.com,,,8210006121,operators,NO,true
Lancaster Farmacy,1075 Gypsy Hill Rd,Lancaster,Pennsylvania,17602,,,,,,lancasterfarmacy@gmail.com,717-799-7420,,8210001948,operators,NO,false
Lance Martin,1180 Leach Road,Penn Yan,New York,14527,,,,,,,,,6435789154,operators,NO,true
Landis Reiff,635 Church Road,Mifflinburg,Pennsylvania,17844,,,,,,chris@laurelgrovefarms.com,717-867-8366,,8210004711,operators,NO,true
